card_id,name,card_type,is_pokemon,is_item,is_supporter,is_stadium,is_tool,is_basic_energy,is_special_energy,hp,retreat_cost,energy_type_id,weakness_id,resistance_id,is_basic,is_stage1,is_stage2,evolves_from_id,is_ex,is_mega_ex,is_tera,is_ace_spec,prizes_on_ko,type_Colorless,type_Grass,type_Fire,type_Water,type_Lightning,type_Psychic,type_Fighting,type_Darkness,type_Metal,type_Dragon,n_attacks,max_damage,min_attack_cost,has_variable_attack
55,Bronzong,0,true,false,false,false,false,false,false,110,3,5,7,6,false,true,false,989,false,false,false,false,1,false,false,false,false,false,true,false,false,false,false,2,100,1,false
56,Flutter Mane,0,true,false,false,false,false,false,false,90,1,5,8,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,true,false,false,false,false,1,90,3,false
57,Relicanth,0,true,false,false,false,false,false,false,100,1,6,1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,1,30,2,false
58,Great Tusk,0,true,false,false,false,false,false,false,140,3,6,5,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,2,160,2,false
59,Gastly,0,true,false,false,false,false,false,false,60,1,7,6,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,false,true,false,false,2,30,1,false
60,Haunter,0,true,false,false,false,false,false,false,90,1,7,6,-1,false,true,false,1057,false,false,false,false,1,false,false,false,false,false,false,false,true,false,false,1,30,2,false
61,Roaring Moon,0,true,false,false,false,false,false,false,140,2,7,1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,false,true,false,false,2,120,2,true
62,Koraidon,0,true,false,false,false,false,false,false,140,2,9,-1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,false,false,false,true,2,130,2,true
63,Raging Bolt ex,0,true,false,false,false,false,false,false,240,3,9,-1,-1,true,false,false,-1,true,false,false,false,2,false,false,false,false,false,false,false,false,false,true,2,0,1,true
64,Hoothoot,0,true,false,false,false,false,false,false,70,1,0,4,6,true,false,false,-1,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,1,20,2,false
65,Dunsparce,0,true,false,false,false,false,false,false,60,0,0,6,-1,true,false,false,-1,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,2,30,1,false
66,Dudunsparce,0,true,false,false,false,false,false,false,140,3,0,6,-1,false,true,false,305,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,1,90,3,false
67,Pineco,0,true,false,false,false,false,false,false,70,2,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,50,3,false
68,Seedot,0,true,false,false,false,false,false,false,60,1,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,2,20,1,false
69,Nuzleaf,0,true,false,false,false,false,false,false,90,1,1,2,-1,false,true,false,656,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,2,20,1,true
70,Shiftry,0,true,false,false,false,false,false,false,150,2,1,2,-1,false,false,true,657,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,2,140,1,false
71,Deerling,0,true,false,false,false,false,false,false,70,1,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,2,40,1,false
72,Sawsbuck,0,true,false,false,false,false,false,false,130,2,1,2,-1,false,true,false,562,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,110,3,false
73,Rellor,0,true,false,false,false,false,false,false,50,1,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,30,1,false
74,Rabsca,0,true,false,false,false,false,false,false,70,1,1,2,-1,false,true,false,73,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,10,1,true
75,Iron Leaves ex,0,true,false,false,false,false,false,false,220,1,1,2,-1,true,false,false,-1,true,false,false,false,2,false,true,false,false,false,false,false,false,false,false,1,180,3,false
76,Slugma,0,true,false,false,false,false,false,false,80,2,2,3,-1,true,false,false,-1,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,1,10,1,false
77,Litten,0,true,false,false,false,false,false,false,70,2,2,3,-1,true,false,false,-1,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,1,10,1,false
78,Torracat,0,true,false,false,false,false,false,false,100,2,2,3,-1,false,true,false,77,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,2,80,1,false
79,Incineroar ex,0,true,false,false,false,false,false,false,320,2,2,3,-1,false,false,true,78,true,false,false,false,2,false,false,true,false,false,false,false,false,false,false,1,240,5,false
80,Iron Crown ex,0,true,false,false,false,false,false,false,220,2,5,7,6,true,false,false,-1,true,false,false,false,2,false,false,false,false,false,true,false,false,false,false,1,0,3,false
81,Drilbur,0,true,false,false,false,false,false,false,70,1,6,1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,1,20,2,false
82,Excadrill,0,true,false,false,false,false,false,false,130,2,6,1,-1,false,true,false,526,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,2,180,1,false
83,Farigiraf ex,0,true,false,false,false,false,false,false,260,2,7,1,-1,false,true,false,38,true,false,true,false,2,false,false,false,false,false,false,false,true,false,false,1,160,3,false
84,Scizor ex,0,true,false,false,false,false,false,false,270,2,8,2,1,false,true,false,916,true,false,false,false,2,false,false,false,false,false,false,false,false,true,false,2,70,2,true
85,Beldum,0,true,false,false,false,false,false,false,70,1,8,2,1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,false,false,true,false,2,50,1,false
86,Metang,0,true,false,false,false,false,false,false,100,2,8,2,1,false,true,false,274,false,false,false,false,1,false,false,false,false,false,false,false,false,true,false,1,60,3,false
87,Miraidon,0,true,false,false,false,false,false,false,110,2,9,-1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,false,false,false,true,2,160,1,false
88,Volbeat,0,true,false,false,false,false,false,false,70,1,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,2,20,1,false
89,Grookey,0,true,false,false,false,false,false,false,70,1,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,2,30,1,false
90,Thwackey,0,true,false,false,false,false,false,false,100,2,1,2,-1,false,true,false,89,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,50,2,false
91,Rillaboom,0,true,false,false,false,false,false,false,180,4,1,2,-1,false,false,true,90,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,2,180,1,false
92,Applin,0,true,false,false,false,false,false,false,40,1,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,10,1,false
93,Dipplin,0,true,false,false,false,false,false,false,80,2,1,2,-1,false,true,false,346,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,0,1,true
94,Sinistcha,0,true,false,false,false,false,false,false,70,1,1,2,-1,false,true,false,28,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,2,0,1,true
95,Teal Mask Ogerpon,0,true,false,false,false,false,false,false,110,1,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,2,20,1,true
96,Teal Mask Ogerpon ex,0,true,false,false,false,false,false,false,210,1,1,2,-1,true,false,false,-1,true,false,true,false,2,false,true,false,false,false,false,false,false,false,false,1,30,3,true
97,Litwick,0,true,false,false,false,false,false,false,60,1,2,3,-1,true,false,false,-1,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,2,20,1,false
98,Chandelure,0,true,false,false,false,false,false,false,130,2,2,3,-1,false,false,true,494,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,1,0,1,true
99,Hearthflame Mask Ogerpon ex,0,true,false,false,false,false,false,false,210,1,2,3,-1,true,false,false,-1,true,false,true,false,2,false,false,true,false,false,false,false,false,false,false,2,140,3,true
100,Goldeen,0,true,false,false,false,false,false,false,50,1,3,4,-1,true,false,false,-1,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,1,10,2,false
101,Jynx,0,true,false,false,false,false,false,false,90,1,3,8,-1,true,false,false,-1,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,2,30,1,false
102,Milotic,0,true,false,false,false,false,false,false,120,1,3,4,-1,false,true,false,242,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,1,100,3,false
103,Snorunt,0,true,false,false,false,false,false,false,60,1,3,8,-1,true,false,false,-1,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,1,20,2,false
104,Froslass,0,true,false,false,false,false,false,false,90,1,3,8,-1,false,true,false,860,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,1,60,2,false
105,Finizen,0,true,false,false,false,false,false,false,70,1,3,4,-1,true,false,false,-1,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,1,30,1,false
106,Palafin,0,true,false,false,false,false,false,false,100,1,3,4,-1,false,true,false,105,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,1,30,2,false
107,Palafin ex,0,true,false,false,false,false,false,false,340,2,3,4,-1,false,true,false,105,true,false,false,false,2,false,false,false,true,false,false,false,false,false,false,1,250,1,false
108,Wellspring Mask Ogerpon ex,0,true,false,false,false,false,false,false,210,1,3,4,-1,true,false,false,-1,true,false,true,false,2,false,false,false,true,false,false,false,false,false,false,2,100,1,false
109,Abra,0,true,false,false,false,false,false,false,40,1,5,7,6,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,true,false,false,false,false,1,10,1,false
110,Slurpuff,0,true,false,false,false,false,false,false,120,2,5,8,-1,false,true,false,965,false,false,false,false,1,false,false,false,false,false,true,false,false,false,false,1,0,2,true
111,Sandygast,0,true,false,false,false,false,false,false,90,3,5,7,6,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,true,false,false,false,false,2,30,1,false
112,Munkidori,0,true,false,false,false,false,false,false,110,1,5,7,6,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,true,false,false,false,false,1,60,2,false
113,Timburr,0,true,false,false,false,false,false,false,80,2,6,5,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,1,40,1,false
114,Gurdurr,0,true,false,false,false,false,false,false,100,2,6,5,-1,false,true,false,528,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,2,50,1,false
115,Conkeldurr,0,true,false,false,false,false,false,false,180,3,6,5,-1,false,false,true,529,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,2,250,1,false
116,Okidogi,0,true,false,false,false,false,false,false,130,2,6,5,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,1,70,2,false
117,Cornerstone Mask Ogerpon ex,0,true,false,false,false,false,false,false,210,1,6,1,-1,true,false,false,-1,true,false,true,false,2,false,false,false,false,false,false,true,false,false,false,1,140,3,false
118,Heatran,0,true,false,false,false,false,false,false,140,4,8,2,1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,false,false,true,false,1,0,3,true
119,Dreepy,0,true,false,false,false,false,false,false,70,1,9,-1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,false,false,false,true,2,40,1,false
120,Drakloak,0,true,false,false,false,false,false,false,90,1,9,-1,-1,false,true,false,119,false,false,false,false,1,false,false,false,false,false,false,false,false,false,true,1,70,2,false
121,Dragapult ex,0,true,false,false,false,false,false,false,320,1,9,-1,-1,false,false,true,120,true,false,true,false,2,false,false,false,false,false,false,false,false,false,true,2,200,1,false
122,Tatsugiri,0,true,false,false,false,false,false,false,70,1,9,-1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,false,false,false,true,1,50,2,false
123,Farfetch'd,0,true,false,false,false,false,false,false,70,1,0,4,6,true,false,false,-1,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,1,30,1,false
124,Chansey,0,true,false,false,false,false,false,false,120,2,0,6,-1,true,false,false,-1,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,2,80,1,false
125,Blissey ex,0,true,false,false,false,false,false,false,300,4,0,6,-1,false,true,false,124,true,false,false,false,2,true,false,false,false,false,false,false,false,false,false,1,180,3,false
126,Galvantula,0,true,false,false,false,false,false,false,100,1,1,2,-1,false,true,false,586,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,50,2,false
127,Rowlet,0,true,false,false,false,false,false,false,70,1,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,2,10,1,false
128,Dartrix,0,true,false,false,false,false,false,false,90,1,1,2,-1,false,true,false,1020,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,2,30,1,true
129,Decidueye,0,true,false,false,false,false,false,false,150,2,1,2,-1,false,false,true,1021,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,2,170,1,false
130,Revavroom ex,0,true,false,false,false,false,false,false,280,1,4,6,-1,false,true,false,143,true,false,true,false,2,false,false,false,false,true,false,false,false,false,false,2,250,1,false
131,Duskull,0,true,false,false,false,false,false,false,60,1,5,7,6,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,true,false,false,false,false,2,30,1,false
132,Dusclops,0,true,false,false,false,false,false,false,90,2,5,7,6,false,true,false,131,false,false,false,false,1,false,false,false,false,false,true,false,false,false,false,1,50,2,false
133,Dusknoir,0,true,false,false,false,false,false,false,160,3,5,7,6,false,false,true,132,false,false,false,false,1,false,false,false,false,false,true,false,false,false,false,1,150,3,false
134,Sylveon,0,true,false,false,false,false,false,false,120,1,5,8,-1,false,true,false,317,false,false,false,false,1,false,false,false,false,false,true,false,false,false,false,2,90,1,false
135,Bloodmoon Ursaluna,0,true,false,false,false,false,false,false,150,4,6,1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,1,100,3,true
136,Zorua,0,true,false,false,false,false,false,false,70,1,7,1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,false,true,false,false,2,10,1,true
137,Zoroark,0,true,false,false,false,false,false,false,120,1,7,1,-1,false,true,false,614,false,false,false,false,1,false,false,false,false,false,false,false,true,false,false,2,110,2,true
138,Okidogi ex,0,true,false,false,false,false,false,false,250,3,7,6,-1,true,false,false,-1,true,false,false,false,2,false,false,false,false,false,false,false,true,false,false,2,130,1,false
139,Munkidori ex,0,true,false,false,false,false,false,false,210,1,7,6,-1,true,false,false,-1,true,false,false,false,2,false,false,false,false,false,false,false,true,false,false,1,190,3,false
140,Fezandipiti ex,0,true,false,false,false,false,false,false,210,1,7,6,-1,true,false,false,-1,true,false,false,false,2,false,false,false,false,false,false,false,true,false,false,1,0,3,false
141,Pecharunt ex,0,true,false,false,false,false,false,false,190,1,7,6,-1,true,false,false,-1,true,false,false,false,2,false,false,false,false,false,false,false,true,false,false,1,0,2,true
142,Genesect,0,true,false,false,false,false,false,false,110,1,8,2,1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,false,false,true,false,1,100,3,false
143,Varoom,0,true,false,false,false,false,false,false,70,1,8,2,1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,false,false,true,false,2,20,1,false
144,Kyurem,0,true,false,false,false,false,false,false,130,2,9,-1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,false,false,false,true,1,0,5,false
145,Eevee,0,true,false,false,false,false,false,false,70,1,0,6,-1,true,false,false,-1,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,2,20,1,false
146,Lileep,0,true,false,false,false,false,false,false,100,2,1,2,-1,false,true,false,1099,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,50,1,false
147,Cradily,0,true,false,false,false,false,false,false,150,3,1,2,-1,false,false,true,146,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,0,1,true
148,Mow Rotom,0,true,false,false,false,false,false,false,90,1,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,30,1,false
149,Applin,0,true,false,false,false,false,false,false,40,1,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,20,1,false
150,Hydrapple ex,0,true,false,false,false,false,false,false,330,3,1,2,-1,false,false,true,921,true,false,false,false,2,false,true,false,false,false,false,false,false,false,false,1,30,2,true
151,Scorbunny,0,true,false,false,false,false,false,false,70,1,2,3,-1,true,false,false,-1,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,1,10,1,false
152,Raboot,0,true,false,false,false,false,false,false,90,1,2,3,-1,false,true,false,664,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,2,60,1,false
153,Cinderace ex,0,true,false,false,false,false,false,false,320,0,2,3,-1,false,false,true,665,true,false,true,false,2,false,false,true,false,false,false,false,false,false,false,2,280,3,false
154,Lapras ex,0,true,false,false,false,false,false,false,220,2,3,8,-1,true,false,false,-1,true,false,true,false,2,false,false,false,true,false,false,false,false,false,false,2,0,1,true
155,Carracosta,0,true,false,false,false,false,false,false,160,3,3,4,-1,false,false,true,503,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,1,150,2,false
156,Crabominable,0,true,false,false,false,false,false,false,160,3,3,8,-1,false,true,false,977,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,1,250,5,false
157,Chewtle,0,true,false,false,false,false,false,false,80,2,3,4,-1,true,false,false,-1,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,1,60,3,false
158,Drednaw,0,true,false,false,false,false,false,false,140,3,3,4,-1,false,true,false,157,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,1,80,3,false
159,Veluza,0,true,false,false,false,false,false,false,130,2,3,4,-1,true,false,false,-1,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,1,110,4,false
160,Joltik,0,true,false,false,false,false,false,false,30,1,4,6,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,true,false,false,false,false,false,1,0,1,false
161,Galvantula ex,0,true,false,false,false,false,false,false,260,1,4,6,-1,false,true,false,586,true,false,true,false,2,false,false,false,false,true,false,false,false,false,false,2,180,2,false
162,Slowpoke,0,true,false,false,false,false,false,false,80,2,5,7,6,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,true,false,false,false,false,2,30,1,false
163,Slowking,0,true,false,false,false,false,false,false,120,3,5,7,6,false,true,false,327,false,false,false,false,1,false,false,false,false,false,true,false,false,false,false,2,120,2,false
